/opt/miniconda3/envs/alon_env/lib/python3.9/site-packages/transformers/utils/generic.py:260: UserWarning: torch.utils._pytree._register_pytree_node is deprecated. Please use torch.utils._pytree.register_pytree_node instead.
  torch.utils._pytree._register_pytree_node(
##### CONTINUE TRAINING #####


## TEST RESULTS: ##
Test Loss: 0.22017294755622524		 Test MAE: 0.022717510163784028
             SED dist: 1.6034631038057632		 Val SED dist: 6.984482474949049


Epoch 1787/2500: Training Loss: 0.1716332919355752		 Val Loss: 0.7056021483048148
             Training MAE: 0.05273767560720444		 Val MAE: 0.03872910887002945
             Algebraic dist: 7.506398076596468		 Val Algebraic dist: 18.035596764605977
             Algebraic sqr dist: 152.2821982563406	  Val Algebraic sqr dist: 686.4717221467391
             RE1 dist: 76.1410991281703		 Val RE1 dist: 343.2359035326087
             SED dist: 1.6289481563844543		 Val SED dist: 7.011008221170177


Epoch 1788/2500: Training Loss: 0.16823365031809046		 Val Loss: 0.7663866126019022
             Training MAE: 0.05223192274570465		 Val MAE: 0.04071248322725296
             Algebraic dist: 7.239415707795517		 Val Algebraic dist: 19.02281786047894
             Algebraic sqr dist: 144.90285326086956	  Val Algebraic sqr dist: 709.5880604619565
             RE1 dist: 72.45142663043478		 Val RE1 dist: 354.79403023097825
             SED dist: 1.5961598935334578		 Val SED dist: 7.614264446756114


Epoch 1789/2500: Training Loss: 0.17634687561919724		 Val Loss: 0.7609329223632812
             Training MAE: 0.0513920783996582		 Val MAE: 0.038993675261735916
             Algebraic dist: 7.703550476958786		 Val Algebraic dist: 19.322041387143344
             Algebraic sqr dist: 157.54121376811594	  Val Algebraic sqr dist: 707.5669157608696
             RE1 dist: 78.77061396059783		 Val RE1 dist: 353.7834791100544
             SED dist: 1.6792967423148777		 Val SED dist: 7.563008184018343


Epoch 1790/2500: Training Loss: 0.17641332875127377		 Val Loss: 1.0380177705184273
             Training MAE: 0.05298534035682678		 Val MAE: 0.04640738666057587
             Algebraic dist: 7.637031002321105		 Val Algebraic dist: 25.09539264181386
             Algebraic sqr dist: 170.73307291666666	  Val Algebraic sqr dist: 1078.9084578804348
             RE1 dist: 85.36653645833333		 Val RE1 dist: 539.4543138586956
             SED dist: 1.6758782207102016		 Val SED dist: 10.316892540973166


Epoch 1791/2500: Training Loss: 0.2035316937211631		 Val Loss: 0.7581107927405316
             Training MAE: 0.05380457267165184		 Val MAE: 0.0457606203854084
             Algebraic dist: 8.644978841145834		 Val Algebraic dist: 19.10729051672894
             Algebraic sqr dist: 187.40646229619566	  Val Algebraic sqr dist: 741.4362262228261
             RE1 dist: 93.70324530117753		 Val RE1 dist: 370.71811311141306
             SED dist: 1.9448808310688406		 Val SED dist: 7.522862973420517


Epoch 1792/2500: Training Loss: 0.17047351339588995		 Val Loss: 0.6691183007281759
             Training MAE: 0.053753502666950226		 Val MAE: 0.041016802191734314
             Algebraic dist: 7.607480256453805		 Val Algebraic dist: 17.75117028277853
             Algebraic sqr dist: 159.01447860054347	  Val Algebraic sqr dist: 668.0208050271739
             RE1 dist: 79.50723930027173		 Val RE1 dist: 334.01040251358694
             SED dist: 1.61320141778476		 Val SED dist: 6.641174979831861


Epoch 1793/2500: Training Loss: 0.1669669635053994		 Val Loss: 0.7356055715809697
             Training MAE: 0.05256270617246628		 Val MAE: 0.04006591811776161
             Algebraic dist: 7.393063752547555		 Val Algebraic dist: 18.677145253057066
             Algebraic sqr dist: 150.7135841259058	  Val Algebraic sqr dist: 694.0539656929348
             RE1 dist: 75.3567920629529		 Val RE1 dist: 347.0269828464674
             SED dist: 1.5824430161628171		 Val SED dist: 7.306824393894361


Epoch 1794/2500: Training Loss: 0.1706219272337098		 Val Loss: 0.6800398619278617
             Training MAE: 0.0524093322455883		 Val MAE: 0.04147099331021309
             Algebraic dist: 7.390289306640625		 Val Algebraic dist: 18.342133895210598
             Algebraic sqr dist: 151.2381397192029	  Val Algebraic sqr dist: 667.4333389945652
             RE1 dist: 75.61906985960145		 Val RE1 dist: 333.7166694972826
             SED dist: 1.6190131367116734		 Val SED dist: 6.746905782948369


Epoch 1795/2500: Training Loss: 0.1689038760420205		 Val Loss: 0.66497686634893
             Training MAE: 0.05237891525030136		 Val MAE: 0.04241098463535309
             Algebraic dist: 7.402440610139267		 Val Algebraic dist: 18.50289120881454
             Algebraic sqr dist: 149.42919214221016	  Val Algebraic sqr dist: 680.0207625679348
             RE1 dist: 74.71460314764492		 Val RE1 dist: 340.0104237432065
             SED dist: 1.6019787995711616		 Val SED dist: 6.592987723972486


Epoch 1796/2500: Training Loss: 0.16877508854520493		 Val Loss: 0.7511833025061566
             Training MAE: 0.05363089591264725		 Val MAE: 0.04208442568778992
             Algebraic dist: 7.39207082554914		 Val Algebraic dist: 19.394007143766984
             Algebraic sqr dist: 146.4510303442029	  Val Algebraic sqr dist: 705.3206946331521
             RE1 dist: 73.22551517210145		 Val RE1 dist: 352.66034731657606
             SED dist: 1.597016707710598		 Val SED dist: 7.457495647927989


Epoch 1797/2500: Training Loss: 0.16503052089525305		 Val Loss: 0.771549307781717
             Training MAE: 0.05283482372760773		 Val MAE: 0.04136842116713524
             Algebraic dist: 7.365396250849185		 Val Algebraic dist: 19.077508014181387
             Algebraic sqr dist: 152.7834720335145	  Val Algebraic sqr dist: 703.5061141304348
             RE1 dist: 76.39173601675725		 Val RE1 dist: 351.7530570652174
             SED dist: 1.563116985818614		 Val SED dist: 7.665988424549932


Epoch 1798/2500: Training Loss: 0.182157253873521		 Val Loss: 0.7127027926237687
             Training MAE: 0.053246866911649704		 Val MAE: 0.041907139122486115
             Algebraic dist: 7.813569442085598		 Val Algebraic dist: 18.04690286387568
             Algebraic sqr dist: 164.88746886322463	  Val Algebraic sqr dist: 714.26953125
             RE1 dist: 82.44373443161231		 Val RE1 dist: 357.134765625
             SED dist: 1.7325658383576765		 Val SED dist: 7.075180717136549


Epoch 1799/2500: Training Loss: 0.17716243301612744		 Val Loss: 0.6636687154355256
             Training MAE: 0.05241023004055023		 Val MAE: 0.038392093032598495
             Algebraic dist: 7.6034882034080615		 Val Algebraic dist: 17.5792408818784
             Algebraic sqr dist: 160.1845420063406	  Val Algebraic sqr dist: 650.4735478940217
             RE1 dist: 80.09225685009058		 Val RE1 dist: 325.2367739470109
             SED dist: 1.6859486897786458		 Val SED dist: 6.591967375382133


Epoch 1800/2500: Training Loss: 0.16679422406182773		 Val Loss: 0.6842550194781759
             Training MAE: 0.052738260477781296		 Val MAE: 0.04076794534921646
             Algebraic dist: 7.227029993914176		 Val Algebraic dist: 17.96734088400136
             Algebraic sqr dist: 143.9831012228261	  Val Algebraic sqr dist: 651.3616253396739
             RE1 dist: 71.99155061141305		 Val RE1 dist: 325.68081266983694
             SED dist: 1.579664921415025		 Val SED dist: 6.792458575704823


Epoch 1801/2500: Training Loss: 0.1729241108548814		 Val Loss: 0.7359993146813434
             Training MAE: 0.05240824446082115		 Val MAE: 0.041427355259656906
             Algebraic dist: 7.6114838088768115		 Val Algebraic dist: 18.753721817680027
             Algebraic sqr dist: 157.2718665081522	  Val Algebraic sqr dist: 679.4740998641304
             RE1 dist: 78.6359332540761		 Val RE1 dist: 339.7370499320652
             SED dist: 1.6419578220533289		 Val SED dist: 7.308173801587976


Epoch 1802/2500: Training Loss: 0.170152277186297		 Val Loss: 0.6548233861508577
             Training MAE: 0.052735913544893265		 Val MAE: 0.042199764400720596
             Algebraic dist: 7.485624893851902		 Val Algebraic dist: 17.914139457370926
             Algebraic sqr dist: 156.96751868206522	  Val Algebraic sqr dist: 677.4657353940217
             RE1 dist: 78.48375934103261		 Val RE1 dist: 338.73291015625
             SED dist: 1.6131777556046196		 Val SED dist: 6.492726865022079


Epoch 1803/2500: Training Loss: 0.19882895981056103		 Val Loss: 0.7557046309761379
             Training MAE: 0.05246482044458389		 Val MAE: 0.03907003253698349
             Algebraic dist: 8.332010904947916		 Val Algebraic dist: 18.53319251019022
             Algebraic sqr dist: 191.42137964221016	  Val Algebraic sqr dist: 664.5993546195652
             RE1 dist: 95.71068982110508		 Val RE1 dist: 332.2996773097826
             SED dist: 1.9007597107818162		 Val SED dist: 7.509398087211277


Epoch 1804/2500: Training Loss: 0.17916832799496857		 Val Loss: 0.7458452971085258
             Training MAE: 0.05229439213871956		 Val MAE: 0.03896462544798851
             Algebraic dist: 7.873328167459239		 Val Algebraic dist: 18.67641415803329
             Algebraic sqr dist: 164.08106884057972	  Val Algebraic sqr dist: 740.6048743206521
             RE1 dist: 82.04053442028986		 Val RE1 dist: 370.3024796195652
             SED dist: 1.704410939976789		 Val SED dist: 7.412114682404892


Epoch 1805/2500: Training Loss: 0.17345340010048688		 Val Loss: 0.6729028950566831
             Training MAE: 0.05197069048881531		 Val MAE: 0.04113131761550903
             Algebraic dist: 7.593842879585598		 Val Algebraic dist: 17.88887222953465
             Algebraic sqr dist: 159.57370923913044	  Val Algebraic sqr dist: 617.9128311820652
             RE1 dist: 79.78685461956522		 Val RE1 dist: 308.9564155910326
             SED dist: 1.648608442665874		 Val SED dist: 6.676709382430367


Epoch 1806/2500: Training Loss: 0.1747383449388587		 Val Loss: 0.6473474917204484
             Training MAE: 0.05206207558512688		 Val MAE: 0.04089154675602913
             Algebraic dist: 7.580231155174366		 Val Algebraic dist: 17.15470687202785
             Algebraic sqr dist: 153.85716711956522	  Val Algebraic sqr dist: 634.3051545516304
             RE1 dist: 76.92858355978261		 Val RE1 dist: 317.1525772758152
             SED dist: 1.661033298658288		 Val SED dist: 6.422235240106997


Epoch 1807/2500: Training Loss: 0.17675373519676318		 Val Loss: 0.7155838841977327
             Training MAE: 0.05271249637007713		 Val MAE: 0.0401993952691555
             Algebraic dist: 7.5788989965466484		 Val Algebraic dist: 18.563544231912363
             Algebraic sqr dist: 156.7332710597826	  Val Algebraic sqr dist: 715.5146059782609
             RE1 dist: 78.3666355298913		 Val RE1 dist: 357.75730298913044
             SED dist: 1.6802777276522871		 Val SED dist: 7.107129304305367


Epoch 1808/2500: Training Loss: 0.17353204367817313		 Val Loss: 0.6792197849439539
             Training MAE: 0.05333036184310913		 Val MAE: 0.04013225436210632
             Algebraic dist: 7.521842624830163		 Val Algebraic dist: 18.548882525900137
             Algebraic sqr dist: 156.1036430027174	  Val Algebraic sqr dist: 709.9576256793479
             RE1 dist: 78.0518215013587		 Val RE1 dist: 354.97881283967394
             SED dist: 1.646653437959975		 Val SED dist: 6.7432423467221465


Epoch 1809/2500: Training Loss: 0.17074222841124603		 Val Loss: 0.6446002047994862
             Training MAE: 0.052607495337724686		 Val MAE: 0.039623942226171494
             Algebraic dist: 7.595422717108243		 Val Algebraic dist: 17.786634362262227
             Algebraic sqr dist: 156.5174224411232	  Val Algebraic sqr dist: 663.3019276494565
             RE1 dist: 78.2587112205616		 Val RE1 dist: 331.65096382472825
             SED dist: 1.6197508659915647		 Val SED dist: 6.39800560992697


Epoch 1810/2500: Training Loss: 0.1727690074754798		 Val Loss: 0.6837050396463146
             Training MAE: 0.05270610749721527		 Val MAE: 0.040343981236219406
             Algebraic dist: 7.4224048559216484		 Val Algebraic dist: 18.2861500615659
             Algebraic sqr dist: 152.92096920289856	  Val Algebraic sqr dist: 646.9607252038044
             RE1 dist: 76.46048460144928		 Val RE1 dist: 323.48038383152175
             SED dist: 1.6393382860266643		 Val SED dist: 6.788854184358017


Epoch 1811/2500: Training Loss: 0.17232429117396258		 Val Loss: 0.7249298924985139
             Training MAE: 0.052516791969537735		 Val MAE: 0.04052862897515297
             Algebraic dist: 7.458038772361866		 Val Algebraic dist: 19.0291283648947
             Algebraic sqr dist: 154.3214164402174	  Val Algebraic sqr dist: 701.7012143342391
             RE1 dist: 77.1607082201087		 Val RE1 dist: 350.85060716711956
             SED dist: 1.6377125615658967		 Val SED dist: 7.199860945991848


Epoch 1812/2500: Training Loss: 0.17055887415789175		 Val Loss: 0.6760311541349991
             Training MAE: 0.053453270345926285		 Val MAE: 0.03833497315645218
             Algebraic dist: 7.463428442028985		 Val Algebraic dist: 18.04957116168478
             Algebraic sqr dist: 152.4206012228261	  Val Algebraic sqr dist: 665.3533882472826
             RE1 dist: 76.21030061141305		 Val RE1 dist: 332.6767153532609
             SED dist: 1.6150797968325408		 Val SED dist: 6.7150421142578125


Epoch 1813/2500: Training Loss: 0.1641707904096963		 Val Loss: 0.7025455806566321
             Training MAE: 0.05240326374769211		 Val MAE: 0.04109271243214607
             Algebraic dist: 7.292158928470335		 Val Algebraic dist: 18.293770168138586
             Algebraic sqr dist: 144.01224241394928	  Val Algebraic sqr dist: 680.2817170516304
             RE1 dist: 72.00612120697464		 Val RE1 dist: 340.1408585258152
             SED dist: 1.5554731064948484		 Val SED dist: 6.975718622622282


Epoch 1814/2500: Training Loss: 0.170405526092087		 Val Loss: 0.6499171049698539
             Training MAE: 0.05248117074370384		 Val MAE: 0.04232848063111305
             Algebraic dist: 7.416857733242754		 Val Algebraic dist: 17.57327933933424
             Algebraic sqr dist: 152.58641870471016	  Val Algebraic sqr dist: 627.2785326086956
             RE1 dist: 76.29321642889492		 Val RE1 dist: 313.6392663043478
             SED dist: 1.6169158272121265		 Val SED dist: 6.44746266240659


Epoch 1815/2500: Training Loss: 0.16735943504001782		 Val Loss: 0.661943767381751
             Training MAE: 0.052758388221263885		 Val MAE: 0.039816465228796005
             Algebraic dist: 7.353696076766305		 Val Algebraic dist: 17.67184182871943
             Algebraic sqr dist: 148.6163524682971	  Val Algebraic sqr dist: 645.7109799592391
             RE1 dist: 74.30817623414855		 Val RE1 dist: 322.85548997961956
             SED dist: 1.5856432707413384		 Val SED dist: 6.570279992145041


Epoch 1816/2500: Training Loss: 0.16612442680027173		 Val Loss: 0.6854328487230383
             Training MAE: 0.052569083869457245		 Val MAE: 0.041670456528663635
             Algebraic dist: 7.336002957993659		 Val Algebraic dist: 18.389766527258832
             Algebraic sqr dist: 146.31620810688406	  Val Algebraic sqr dist: 663.1422809103261
             RE1 dist: 73.15811112998189		 Val RE1 dist: 331.57114045516306
             SED dist: 1.5730724611144136		 Val SED dist: 6.800709600033968


Epoch 1817/2500: Training Loss: 0.16738094108692114		 Val Loss: 0.7215047919231913
             Training MAE: 0.05205386132001877		 Val MAE: 0.040596745908260345
             Algebraic dist: 7.303227963654892		 Val Algebraic dist: 18.161406143851902
             Algebraic sqr dist: 150.7623980978261	  Val Algebraic sqr dist: 639.386379076087
